"chr","start","end","cluster","sample_name","junction_count","cluster_total","psi","junction_coords","gene_name","junc_cat","strand","n_significant_data","__index_level_0__","group","genotype","rescueExpression","TDP43_kd"
"chr2",19978167,19978751,"clu_25771_-","201903_A326P_pos_siT_3",0,19,0,"chr2:19978167-19978751","WDR35","novel_acceptor","-",5,60,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr2",3458515,3460263,"clu_27272_+","201903_A326P_pos_siT_3",0,19,0,"chr2:3458515-3460263","TRAPPC12","novel_donor","+",9,24,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr2",241668685,241668875,"clu_28895_+","201903_A326P_pos_siT_3",0,27,0,"chr2:241668685-241668875","ATG4B","novel_acceptor","+",4,78,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr2",241668985,241670726,"clu_28895_+","201903_A326P_pos_siT_3",0,27,0,"chr2:241668985-241670726","ATG4B","novel_donor","+",7,29,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr20",63439708,63444659,"clu_29405_-","201903_A326P_pos_siT_3",1,54,0.018518518518518517,"chr20:63439708-63444659","KCNQ2","novel_exon_skip","-",9,35,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr20",38088420,38089726,"clu_29747_+","201903_A326P_pos_siT_3",0,75,0,"chr20:38088420-38089726","RPRD1B","novel_donor","+",1,98,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr5",69261458,69262205,"clu_36887_+","201903_G335A_pos_siT_3",1,162,0.006172839506172839,"chr5:69261458-69262205","CDK7","novel_donor","+",5,5,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr5",78489153,78564813,"clu_38213_-","201903_G335A_pos_siT_3",7,28,0.25,"chr5:78489153-78564813","LHFPL2","novel_exon_skip","-",1,22,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr6",158017290,158019984,"clu_39927_+","201903_G335A_pos_siT_3",0,20,0,"chr6:158017290-158019984","SYNJ2","novel_acceptor","+",4,1,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr7",45735670,45736787,"clu_41577_-","201903_G335A_pos_siT_3",12,53,0.22641509433962265,"chr7:45735670-45736787","SEPTIN7P2","novel_acceptor","-",6,91,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr1",243512426,243523309,"clu_4951_-","201812_A326P_pos_siT_3",6,123,0.04878048780487805,"chr1:243512426-243523309","AKT3","novel_donor","-",4,63,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr10",3099352,3099557,"clu_5018_+","201812_A326P_pos_siT_3",2,143,0.013986013986013986,"chr10:3099352-3099557","PFKP","novel_acceptor","+",8,9,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr10",127381368,127381953,"clu_5966_+","201812_A326P_pos_siT_3",0,77,0,"chr10:127381368-127381953","DOCK1","novel_acceptor","+",2,125,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr10",127382041,127384790,"clu_5966_+","201812_A326P_pos_siT_3",0,77,0,"chr10:127382041-127384790","DOCK1","novel_donor","+",2,126,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr11",216718,224078,"clu_7075_-","201812_A326P_pos_siT_3",0,37,0,"chr11:216718-224078","SIRT3","novel_exon_skip","-",1,150,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr12",111710437,111712498,"clu_10463_+","201812_A326P_pos_siT_3",4,112,0.03571428571428571,"chr12:111710437-111712498","ACAD10","novel_donor","+",1,100,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr12",131992230,132005077,"clu_10682_+","201812_A326P_pos_siT_3",0,240,0,"chr12:131992230-132005077","EP400","novel_exon_skip","+",10,30,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr7",100050836,100056911,"clu_43077_+","201903_G335A_pos_siT_3",0,24,0,"chr7:100050836-100056911","ZSCAN21","novel_donor","+",1,70,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr9",76638288,76641790,"clu_46589_-","201903_G335A_pos_siT_3",0,27,0,"chr9:76638288-76641790","PRUNE2","novel_donor","-",2,121,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr22",17702386,17722274,"clu_31508_+","201903_A326P_pos_siT_3",0,240,0,"chr22:17702386-17722274","BCL2L13","novel_acceptor","+",6,4,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr3",9468615,9470459,"clu_32158_+","201903_A326P_pos_siT_3",1,156,0.00641025641025641,"chr3:9468615-9470459","SETD5","novel_donor","+",7,8,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr3",184243630,184244601,"clu_34632_-","201903_A326P_pos_siT_3",3,176,0.017045454545454544,"chr3:184243630-184244601","ALG3","novel_exon_skip","-",1,135,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr4",932540,951207,"clu_34827_+","201903_A326P_pos_siT_3",1,119,0.008403361344537815,"chr4:932540-951207","TMEM175","novel_exon_skip","+",5,3,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr4",86672543,86674457,"clu_35267_+","201903_A326P_pos_siT_3",0,175,0,"chr4:86672543-86674457","PTPN13","novel_acceptor","+",3,147,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr5",69261458,69262205,"clu_36887_+","201903_A326P_pos_siT_3",0,157,0,"chr5:69261458-69262205","CDK7","novel_donor","+",5,5,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr5",78489153,78564813,"clu_38213_-","201903_A326P_pos_siT_3",0,31,0,"chr5:78489153-78564813","LHFPL2","novel_exon_skip","-",1,22,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr6",158017290,158019984,"clu_39927_+","201903_A326P_pos_siT_3",0,9,0,"chr6:158017290-158019984","SYNJ2","novel_acceptor","+",4,1,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr7",45735670,45736787,"clu_41577_-","201903_A326P_pos_siT_3",0,25,0,"chr7:45735670-45736787","SEPTIN7P2","novel_acceptor","-",6,91,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr7",100050836,100056911,"clu_43077_+","201903_A326P_pos_siT_3",4,31,0.12903225806451613,"chr7:100050836-100056911","ZSCAN21","novel_donor","+",1,70,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr14",75959345,75960814,"clu_14299_-","201812_M337P_pos_siT_1",0,2,0,"chr14:75959345-75960814","TGFB3","novel_donor","-",2,102,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr15",43134014,43135512,"clu_14774_+","201812_M337P_pos_siT_1",0,20,0,"chr15:43134014-43135512","TMEM62","novel_donor","+",1,58,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr16",14919428,14920272,"clu_16724_+","201812_M337P_pos_siT_1",0,82,0,"chr16:14919428-14920272","PKD1P3","novel_exon_skip","+",1,130,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr16",46900883,46906842,"clu_17125_+","201812_M337P_pos_siT_1",0,10,0,"chr16:46900883-46906842","GPT2","novel_donor","+",3,7,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr16",88624745,88628758,"clu_17507_+","201812_M337P_pos_siT_1",0,150,0,"chr16:88624745-88628758","ZC3H18","novel_exon_skip","+",1,109,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr16",30240242,30242280,"clu_18232_-","201812_M337P_pos_siT_1",12,343,0.03498542274052478,"chr16:30240242-30242280","NPIPB13","novel_donor","-",1,114,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr16",67395082,67395187,"clu_18442_-","201812_M337P_pos_siT_1",0,3,0,"chr16:67395082-67395187","ZDHHC1","novel_acceptor","-",1,129,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr9",76638288,76641790,"clu_46589_-","201903_A326P_pos_siT_3",0,39,0,"chr9:76638288-76641790","PRUNE2","novel_donor","-",2,121,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr18",12430292,12431150,"clu_22375_+","201812_M337P_pos_siT_1",0,39,0,"chr18:12430292-12431150","PRELID3A","novel_donor","+",2,66,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",7168094,7169720,"clu_23042_-","201812_M337P_pos_siT_1",0,37,0,"chr19:7168094-7169720","INSR","novel_donor","-",1,161,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",7169831,7170537,"clu_23042_-","201812_M337P_pos_siT_1",0,37,0,"chr19:7169831-7170537","INSR","novel_acceptor","-",5,73,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",36572392,36573043,"clu_23542_-","201812_M337P_pos_siT_1",0,389,0,"chr19:36572392-36573043","ZNF529","novel_donor","-",5,31,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",4491835,4492015,"clu_24310_+","201812_M337P_pos_siT_1",0,79,0,"chr19:4491835-4492015","HDGFL2","novel_acceptor","+",7,16,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",4492152,4493703,"clu_24310_+","201812_M337P_pos_siT_1",0,79,0,"chr19:4492152-4493703","HDGFL2","novel_donor","+",6,17,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",21143643,21161546,"clu_24731_+","201812_M337P_pos_siT_1",8,122,0.06557377049180328,"chr19:21143643-21161546","ZNF431","novel_acceptor","+",1,90,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",58585793,58586155,"clu_25670_+","201812_M337P_pos_siT_1",0,17,0,"chr19:58585793-58586155","ENSG00000286104","novel_donor","+",2,149,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr2",19978167,19978751,"clu_25771_-","201812_M337P_pos_siT_1",0,38,0,"chr2:19978167-19978751","WDR35","novel_acceptor","-",5,60,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr2",3458515,3460263,"clu_27272_+","201812_M337P_pos_siT_1",0,19,0,"chr2:3458515-3460263","TRAPPC12","novel_donor","+",9,24,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr2",241668685,241668875,"clu_28895_+","201812_M337P_pos_siT_1",0,14,0,"chr2:241668685-241668875","ATG4B","novel_acceptor","+",4,78,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr2",241668985,241670726,"clu_28895_+","201812_M337P_pos_siT_1",0,14,0,"chr2:241668985-241670726","ATG4B","novel_donor","+",7,29,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr20",63439708,63444659,"clu_29405_-","201812_M337P_pos_siT_1",0,28,0,"chr20:63439708-63444659","KCNQ2","novel_exon_skip","-",9,35,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr20",38088420,38089726,"clu_29747_+","201812_M337P_pos_siT_1",0,88,0,"chr20:38088420-38089726","RPRD1B","novel_donor","+",1,98,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr22",17702386,17722274,"clu_31508_+","201812_M337P_pos_siT_1",0,188,0,"chr22:17702386-17722274","BCL2L13","novel_acceptor","+",6,4,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr3",9468615,9470459,"clu_32158_+","201812_M337P_pos_siT_1",0,244,0,"chr3:9468615-9470459","SETD5","novel_donor","+",7,8,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr14",75959345,75960814,"clu_14299_-","201812_A326P_pos_siT_3",0,4,0,"chr14:75959345-75960814","TGFB3","novel_donor","-",2,102,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr15",43134014,43135512,"clu_14774_+","201812_A326P_pos_siT_3",3,51,0.058823529411764705,"chr15:43134014-43135512","TMEM62","novel_donor","+",1,58,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr16",14919428,14920272,"clu_16724_+","201812_A326P_pos_siT_3",0,142,0,"chr16:14919428-14920272","PKD1P3","novel_exon_skip","+",1,130,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr16",46900883,46906842,"clu_17125_+","201812_A326P_pos_siT_3",0,27,0,"chr16:46900883-46906842","GPT2","novel_donor","+",3,7,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr16",88624745,88628758,"clu_17507_+","201812_A326P_pos_siT_3",10,300,0.03333333333333333,"chr16:88624745-88628758","ZC3H18","novel_exon_skip","+",1,109,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr16",30240242,30242280,"clu_18232_-","201812_A326P_pos_siT_3",16,579,0.027633851468048358,"chr16:30240242-30242280","NPIPB13","novel_donor","-",1,114,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr16",67395082,67395187,"clu_18442_-","201812_A326P_pos_siT_3",0,2,0,"chr16:67395082-67395187","ZDHHC1","novel_acceptor","-",1,129,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr18",12430292,12431150,"clu_22375_+","201812_A326P_pos_siT_3",0,129,0,"chr18:12430292-12431150","PRELID3A","novel_donor","+",2,66,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr19",7168094,7169720,"clu_23042_-","201812_A326P_pos_siT_3",1,58,0.017241379310344827,"chr19:7168094-7169720","INSR","novel_donor","-",1,161,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr19",7169831,7170537,"clu_23042_-","201812_A326P_pos_siT_3",1,58,0.017241379310344827,"chr19:7169831-7170537","INSR","novel_acceptor","-",5,73,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr19",36572392,36573043,"clu_23542_-","201812_A326P_pos_siT_3",8,692,0.011560693641618497,"chr19:36572392-36573043","ZNF529","novel_donor","-",5,31,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr3",184243630,184244601,"clu_34632_-","201812_M337P_pos_siT_1",0,110,0,"chr3:184243630-184244601","ALG3","novel_exon_skip","-",1,135,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr4",932540,951207,"clu_34827_+","201812_M337P_pos_siT_1",0,91,0,"chr4:932540-951207","TMEM175","novel_exon_skip","+",5,3,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr4",86672543,86674457,"clu_35267_+","201812_M337P_pos_siT_1",0,408,0,"chr4:86672543-86674457","PTPN13","novel_acceptor","+",3,147,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr5",69261458,69262205,"clu_36887_+","201812_M337P_pos_siT_1",0,291,0,"chr5:69261458-69262205","CDK7","novel_donor","+",5,5,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr5",78489153,78564813,"clu_38213_-","201812_M337P_pos_siT_1",2,21,0.09523809523809523,"chr5:78489153-78564813","LHFPL2","novel_exon_skip","-",1,22,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr6",158017290,158019984,"clu_39927_+","201812_M337P_pos_siT_1",0,16,0,"chr6:158017290-158019984","SYNJ2","novel_acceptor","+",4,1,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",4491835,4492015,"clu_24310_+","201812_A326P_pos_siT_3",0,123,0,"chr19:4491835-4492015","HDGFL2","novel_acceptor","+",7,16,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr19",4492152,4493703,"clu_24310_+","201812_A326P_pos_siT_3",0,123,0,"chr19:4492152-4493703","HDGFL2","novel_donor","+",6,17,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr19",21143643,21161546,"clu_24731_+","201812_A326P_pos_siT_3",2,128,0.015625,"chr19:21143643-21161546","ZNF431","novel_acceptor","+",1,90,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr19",58585793,58586155,"clu_25670_+","201812_A326P_pos_siT_3",0,23,0,"chr19:58585793-58586155","ENSG00000286104","novel_donor","+",2,149,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr2",19978167,19978751,"clu_25771_-","201812_A326P_pos_siT_3",0,55,0,"chr2:19978167-19978751","WDR35","novel_acceptor","-",5,60,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr2",3458515,3460263,"clu_27272_+","201812_A326P_pos_siT_3",0,24,0,"chr2:3458515-3460263","TRAPPC12","novel_donor","+",9,24,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr2",241668685,241668875,"clu_28895_+","201812_A326P_pos_siT_3",0,43,0,"chr2:241668685-241668875","ATG4B","novel_acceptor","+",4,78,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr2",241668985,241670726,"clu_28895_+","201812_A326P_pos_siT_3",0,43,0,"chr2:241668985-241670726","ATG4B","novel_donor","+",7,29,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr20",63439708,63444659,"clu_29405_-","201812_A326P_pos_siT_3",0,84,0,"chr20:63439708-63444659","KCNQ2","novel_exon_skip","-",9,35,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr20",38088420,38089726,"clu_29747_+","201812_A326P_pos_siT_3",2,149,0.013422818791946308,"chr20:38088420-38089726","RPRD1B","novel_donor","+",1,98,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr22",17702386,17722274,"clu_31508_+","201812_A326P_pos_siT_3",0,504,0,"chr22:17702386-17722274","BCL2L13","novel_acceptor","+",6,4,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr3",9468615,9470459,"clu_32158_+","201812_A326P_pos_siT_3",0,407,0,"chr3:9468615-9470459","SETD5","novel_donor","+",7,8,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr3",184243630,184244601,"clu_34632_-","201812_A326P_pos_siT_3",10,210,0.047619047619047616,"chr3:184243630-184244601","ALG3","novel_exon_skip","-",1,135,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr4",932540,951207,"clu_34827_+","201812_A326P_pos_siT_3",0,176,0,"chr4:932540-951207","TMEM175","novel_exon_skip","+",5,3,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr4",86672543,86674457,"clu_35267_+","201812_A326P_pos_siT_3",0,560,0,"chr4:86672543-86674457","PTPN13","novel_acceptor","+",3,147,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr5",69261458,69262205,"clu_36887_+","201812_A326P_pos_siT_3",0,400,0,"chr5:69261458-69262205","CDK7","novel_donor","+",5,5,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr5",78489153,78564813,"clu_38213_-","201812_A326P_pos_siT_3",5,46,0.10869565217391304,"chr5:78489153-78564813","LHFPL2","novel_exon_skip","-",1,22,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr9",76638288,76641790,"clu_46589_-","201812_A326P_pos_siT_3",0,55,0,"chr9:76638288-76641790","PRUNE2","novel_donor","-",2,121,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr6",158017290,158019984,"clu_39927_+","201812_A326P_pos_siT_3",0,20,0,"chr6:158017290-158019984","SYNJ2","novel_acceptor","+",4,1,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr7",45735670,45736787,"clu_41577_-","201812_A326P_pos_siT_3",2,94,0.02127659574468085,"chr7:45735670-45736787","SEPTIN7P2","novel_acceptor","-",6,91,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr7",100050836,100056911,"clu_43077_+","201812_A326P_pos_siT_3",2,21,0.09523809523809523,"chr7:100050836-100056911","ZSCAN21","novel_donor","+",1,70,"siTDP43_rescueInduced_A326P","A326P","rescueInduced","siTDP43"
"chr11",216718,224078,"clu_7075_-","201903_Q331K_pos_siT_1",0,28,0,"chr11:216718-224078","SIRT3","novel_exon_skip","-",1,150,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr12",111710437,111712498,"clu_10463_+","201903_Q331K_pos_siT_1",0,79,0,"chr12:111710437-111712498","ACAD10","novel_donor","+",1,100,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr12",131992230,132005077,"clu_10682_+","201903_Q331K_pos_siT_1",0,135,0,"chr12:131992230-132005077","EP400","novel_exon_skip","+",10,30,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr1",108896431,108896864,"clu_1219_+","201903_Q331K_pos_siT_1",0,47,0,"chr1:108896431-108896864","GPSM2","novel_donor","+",7,14,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr1",228307531,228309099,"clu_2311_+","201903_Q331K_pos_siT_1",1,6,0.16666666666666666,"chr1:228307531-228309099","OBSCN","novel_exon_skip","+",1,128,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr1",243512426,243523309,"clu_4951_-","201903_Q331K_pos_siT_1",0,31,0,"chr1:243512426-243523309","AKT3","novel_donor","-",4,63,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr10",3099352,3099557,"clu_5018_+","201903_Q331K_pos_siT_1",6,137,0.043795620437956206,"chr10:3099352-3099557","PFKP","novel_acceptor","+",8,9,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr10",127381368,127381953,"clu_5966_+","201903_Q331K_pos_siT_1",2,44,0.045454545454545456,"chr10:127381368-127381953","DOCK1","novel_acceptor","+",2,125,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr10",127382041,127384790,"clu_5966_+","201903_Q331K_pos_siT_1",0,44,0,"chr10:127382041-127384790","DOCK1","novel_donor","+",2,126,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr18",12430292,12431150,"clu_22375_+","201903_Q331K_pos_siT_1",0,107,0,"chr18:12430292-12431150","PRELID3A","novel_donor","+",2,66,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr19",7168094,7169720,"clu_23042_-","201903_Q331K_pos_siT_1",0,36,0,"chr19:7168094-7169720","INSR","novel_donor","-",1,161,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr19",7169831,7170537,"clu_23042_-","201903_Q331K_pos_siT_1",2,36,0.05555555555555555,"chr19:7169831-7170537","INSR","novel_acceptor","-",5,73,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
